Series Name,Series Code,Country Name,Country Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Norway,NOR,99.7030029296875,99.7040786743164,99.5988998413086,99.7369689941406,99.7387390136719,99.2095336914062,99.2287826538086,99.2340087890625,99.2403411865234,99.000846862793,99.188232421875,98.6916427612305,90.950065612793,97.22021484375,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,India,IND,..,..,37.5658302307129,..,..,..,..,42.0984115600586,..,46.1414794921875,46.0779113769531,49.3152313232422,..,49.7525482177734,..
"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,New Zealand,NZL,..,..,52.5431709289551,50.9888381958008,..,50.9253196716309,48.717041015625,50.7586708068848,52.0609741210938,53.3200416564941,53.040210723877,54.1097602844238,..,..,..
"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,Norway,NOR,32.8072509765625,33.368278503418,34.006519317627,38.3076934814453,38.5578765869141,35.5752601623535,35.7933616638184,36.3013381958008,36.8592109680176,39.2894287109375,37.5271682739258,39.2488594055176,39.8116416931152,39.8636589050293,..
"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,India,IND,..,..,12.7805204391479,..,..,..,..,..,..,14.1371002197266,..,16.3247604370117,..,16.1787490844727,..
"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,New Zealand,NZL,..,..,43.974681854248,43.3079414367676,..,41.0733413696289,39.8346214294434,41.8332214355469,44.0007629394531,45.8481292724609,46.4833679199219,48.1367607116699,..,..,..
"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,Norway,NOR,33.9780082702637,35.0120086669922,36.3680801391602,42.4165229797363,43.6326370239258,39.4557914733887,40.1969108581543,41.1928291320801,42.2792510986328,46.6694793701172,44.1038589477539,48.5283317565918,43.8932762145996,47.1495628356934,..
"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,India,IND,..,..,7.17074012756348,..,..,..,..,..,..,7.94149017333984,..,10.4940004348755,..,10.3313503265381,..
"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,New Zealand,NZL,..,..,..,..,..,100,100,99.9859161376953,100,99.9734115600586,81.5385589599609,81.8074493408203,..,..,..
"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,Norway,NOR,100,100,100,99.9230270385742,99.9468841552734,99.7288665771484,99.7387084960938,99.7464828491211,99.7580718994141,99.5888061523438,99.7835311889648,99.2197952270508,96.0919799804688,98.955192565918,..
"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,India,IND,..,..,62.2319717407227,..,..,..,..,68.5063323974609,..,69.6419677734375,71.8737182617188,71.1470794677734,..,71.8214721679688,..
"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,New Zealand,NZL,..,..,..,..,..,99.9398727416992,99.9934539794922,100,100,100,81.5637664794922,82.0338363647461,..,..,..
"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,Norway,NOR,100,100,100,99.9394454956055,99.9606170654297,99.5800704956055,99.5945434570312,99.6048736572266,99.6143188476562,99.3063735961914,99.6461868286133,99.0529022216797,87.2023010253906,96.5161056518555,..
"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,India,IND,..,..,40.330020904541,..,..,..,..,45.1310691833496,..,49.3155403137207,50.131950378418,51.8468208312988,..,53.9429817199707,..
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,New Zealand,NZL,..,..,70.5523910522461,70.8734130859375,..,72.0807037353516,72.0022735595703,71.8930587768555,73.9421691894531,75.3207015991211,74.888298034668,75.6891021728516,..,..,..
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,Norway,NOR,76.4236679077148,76.7887191772461,77.2431869506836,81.2758407592773,81.3929214477539,77.7330169677734,78.0952224731445,78.2770614624023,78.480598449707,81.8080215454102,78.7115783691406,82.2776947021484,78.7474060058594,79.8773345947266,..
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,India,IND,..,..,34.1503295898438,..,..,..,..,..,..,39.6062507629395,..,38.6472282409668,..,37.7818717956543,..
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,New Zealand,NZL,..,..,65.6090774536133,66.7768783569336,..,67.1105499267578,67.5022964477539,68.3189926147461,71.4877090454102,73.2137298583984,73.1619033813477,74.5652389526367,..,..,..
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,Norway,NOR,73.4182510375977,74.0922698974609,74.7797775268555,80.329231262207,81.1059494018555,76.29541015625,76.8911972045898,77.4059600830078,77.973258972168,82.4980926513672,78.7847900390625,82.6344528198242,72.0212554931641,78.2601013183594,..
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,India,IND,..,..,19.4339694976807,..,..,..,..,..,..,24.9580097198486,..,24.9227199554443,..,25.527250289917,..
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,New Zealand,NZL,..,..,..,..,..,3.87445998191833,3.66190004348755,4.62608003616333,5.03120613098145,5.34479522705078,5.84877872467041,6.19897985458374,..,..,..
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,Norway,NOR,0,0,0,0,0,8.41378021240234,8.9213399887085,9.42488956451416,9.92490005493164,11.2074289321899,10.902569770813,13.2265682220459,11.5804405212402,12.8117351531982,..
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,India,IND,..,..,..,..,..,..,..,..,..,1.95743000507355,..,3.11032009124756,..,2.82770991325378,..
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,New Zealand,NZL,..,..,..,..,..,4.89875984191895,4.25048017501831,5.15173006057739,5.54378271102905,5.84247255325317,5.89911270141602,6.26396989822388,..,..,..
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,Norway,NOR,0,0,0,0,0,10.9788799285889,11.353289604187,11.5793895721436,11.8324203491211,12.6008768081665,12.20458984375,12.8527269363403,13.0818529129028,12.9324808120728,..
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,India,IND,..,..,..,..,..,..,..,..,..,2.81360006332397,..,3.84440994262695,..,3.4993200302124,..
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Data from database: Gender Statistics,,,,,,,,,,,,,,,,,,
Last Updated: 09/24/2024,,,,,,,,,,,,,,,,,,
